id,entity_name,entity_type,entity_salience,entity_sentiment
https://www.bbc.co.uk/sport/rugby-union/50194297,area,LOCATION,0.8329808115959167,-0.10000000149011612
https://www.bbc.co.uk/sport/rugby-union/50194297,England,ORGANIZATION,0.0713304802775383,-0.6000000238418579
https://www.bbc.co.uk/sport/rugby-union/50194297,All Blacks,ORGANIZATION,0.049006711691617966,0.0
https://www.bbc.co.uk/sport/rugby-union/50194297,Tom Fordyce,PERSON,0.04668200761079788,0.0
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,Eddie Jones,PERSON,0.3518221974372864,0.0
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,something,OTHER,0.25273633003234863,0.20000000298023224
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,time,EVENT,0.14356708526611328,0.0
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,World Cup,EVENT,0.09400954097509384,0.0
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,New Zealand,LOCATION,0.062497138977050774,0.0
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,men,PERSON,0.053438562899827964,0.0
https://www.espn.com/rugby/story/_/id/27931433/england-rugby-world-cup-masterpiece-rips-all-blacks-apart,some,OTHER,0.041929148137569434,0.0
https://www.forbes.com/sites/stevenbusfield/2019/10/25/rugby-world-cup-2019-semi-finals-preview-and-how-to-watch-new-zealand-vs-england-wales-vs-south-africa/,hemisphere,LOCATION,0.3458203077316284,0.20000000298023224
https://www.forbes.com/sites/stevenbusfield/2019/10/25/rugby-world-cup-2019-semi-finals-preview-and-how-to-watch-new-zealand-vs-england-wales-vs-south-africa/,top,OTHER,0.3235412836074829,0.0
https://www.forbes.com/sites/stevenbusfield/2019/10/25/rugby-world-cup-2019-semi-finals-preview-and-how-to-watch-new-zealand-vs-england-wales-vs-south-africa/,semi-finals,EVENT,0.17859475314617154,0.0
https://www.forbes.com/sites/stevenbusfield/2019/10/25/rugby-world-cup-2019-semi-finals-preview-and-how-to-watch-new-zealand-vs-england-wales-vs-south-africa/,Rugby World Cup,EVENT,0.1520436406135559,0.0
https://www.foxsports.com/rugby/story/hurt-after-loss-hansen-livid-at-question-of-nz-s-commitment-102619,Steve Hansen,PERSON,0.4757885634899139,-0.8999999761581421
https://www.foxsports.com/rugby/story/hurt-after-loss-hansen-livid-at-question-of-nz-s-commitment-102619,streak,OTHER,0.2133035808801651,-0.6000000238418579
https://www.foxsports.com/rugby/story/hurt-after-loss-hansen-livid-at-question-of-nz-s-commitment-102619,All Blacks,ORGANIZATION,0.14135323464870453,0.0
https://www.foxsports.com/rugby/story/hurt-after-loss-hansen-livid-at-question-of-nz-s-commitment-102619,Rugby World Cup,EVENT,0.09930048137903214,-0.10000000149011612
https://www.foxsports.com/rugby/story/hurt-after-loss-hansen-livid-at-question-of-nz-s-commitment-102619,England,ORGANIZATION,0.07025414705276489,0.0
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,The Gods of Rugby,WORK_OF_ART,0.39158567786216736,-0.10000000149011612
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,Eddie Jones,PERSON,0.3276092708110809,0.20000000298023224
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,team&rsquo,ORGANIZATION,0.08033287525177002,0.6000000238418579
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,performance,OTHER,0.05259940028190613,0.0
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,final,EVENT,0.03345941007137298,0.0
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,semi-final,EVENT,0.025370452553033832,0.0
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,&rsquo,OTHER,0.02148835361003876,-0.20000000298023224
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,World Cup,EVENT,0.019981710240244862,0.0
https://www.telegraph.co.uk/rugby-world-cup/2019/10/26/england-set-tone-response-new-zealand-haka-eddie-jones-wants/,Sunday&rsquo,OTHER,0.015110935084521769,0.0
